SITEID,Lat,Lon
'517600025',37.59088,-77.46925
'517750011',37.29788,-80.08102
'518100008',36.84188,-76.18123
'530070011',47.43061,-120.34195
'530110024',45.64336,-122.58737
'530330030',47.59722,-122.31972
'530330057',47.55975,-122.33827
'530330080',47.56824,-122.30863
'530332004',47.38611,-122.23028
'530350007',47.59267,-122.6274
'530370002',46.99364,-120.545
'530530024',47.22634,-122.46256
'530530029',47.1864,-122.4517
'530570011',48.52059,-122.61428
'530610005',47.8064,-122.3167
'530610020',48.2469,-121.6031
'530611007',48.05432,-122.17153
'530630021',47.67248,-117.36485
'530730015',48.76278,-122.44028
'530770005',46.31932,-119.99968
'530770009',46.59806,-120.49917
'530770015',46.38024,-120.33266
'540030003',39.4481,-77.96385
'540090005',40.34102,-80.59664
'540090011',40.39465,-80.61181
'540110006',38.42413,-82.4259
'540290009',40.42737,-80.59232
'540330003',39.27812,-80.34225
'540390020',38.34626,-81.62116
'540391005',38.36618,-81.69372
'540490006',39.48148,-80.13467
'540511002',39.91596,-80.73386
'540610003',39.64937,-79.92087
'540690010',40.11488,-80.70097
'541071002',39.32353,-81.55237
'550030010',46.6022,-90.6561
'550090005',44.50729,-87.99344
'550250041',43.10084,-89.3573
'550250047',43.0733,-89.4358
'550270001',43.46611,-88.62111
'550350014',44.7614,-91.143
'550410007',45.565,-88.8086
'550430009',42.6938,-90.6979
'550590019',42.50472,-87.8093
'550630012',43.7775,-91.2269
'550790010',43.01667,-87.93333
'550790026',43.06097,-87.9135
'550790058',42.93056,-87.9321
'550790099',43.03987,-87.92079
'550870009',44.30738,-88.39518
'550890009',43.4981,-87.81
'551110007',43.4351,-89.6797
'551198001',45.2066,-90.5972
'551250001',46.0519,-89.654
'551330027',43.02007,-88.21507
'560010006',41.31159,-105.59172
'560050891',43.6483,-105.2133
'560050892',44.09707,-105.34316
'560051899',44.50268,-105.53976
'560071000',41.78339,-107.11918
'560090009',43.42542,-105.38857
'560130099',42.53,-108.72
'560130232',43.08167,-107.54944
'560131003',42.84105,-108.73628
'560150004',42.20345,-104.54515
'560150005',42.059,-104.1675
'560210001',41.13998,-104.8178
'560210002',41.13069,-104.75308
'560210100',41.18223,-104.77833
'560250001',42.85106,-106.32509
'560290001',44.53243,-109.07297
'560330002',44.81514,-106.95593
'560331003',44.79551,-106.95857
'560350101',42.86982,-109.87076
'560370007',41.59161,-109.22072
'560391006',43.47808,-110.76118
'560391013',44.37306,-110.83083
'560450004',43.84989,-104.20432
'720010002',18.17538,-66.72599
'720210010',18.42009,-66.15062
'720530003',18.38398,-65.61889
'720570008',17.95789,-66.16502
'720590016',18.04511,-66.80225
'720610005',18.44009,-66.11446
'721130004',18.00956,-66.62725
'800020012',32.62917,-115.44694
'800020014',32.63361,-115.50417
'ACAD1',44.3771,-68.261
'AGTI1',33.4636,-116.9706
'BADL1',43.7435,-101.9412
'BALA1',51.029,-115.0336
'BALD1',34.0584,-109.4406
'BAND1',35.7797,-106.2664
'BIBE1',29.3027,-103.178
'BIRM1',33.5531,-86.8148
'BLIS1',38.9761,-120.1025
'BOAP1',33.8695,-106.852
'BOLA1',42.85,-109.64
'BOND1',40.052,-88.3733
'BOWA1',47.9466,-91.4955
'BRCA1',37.6184,-112.1736
'BRID1',42.9749,-109.7579
'BRIG1',39.465,-74.4492
'BRIS1',30.10863,-89.76168
'BYIS1',37.9659,124.6308
'CABA1',43.8325,-70.0644
'CABI1',47.9549,-115.6709
'CACO1',41.9758,-70.0242
'CACR1',34.4544,-94.1429
'CANY1',38.4587,-109.821
'CAPI1',38.3022,-111.2926
'CEBL1',38.7701,-99.7634
'CHAS1',28.7484,-82.5549
'CHIR1',32.0094,-109.389
'COHU1',34.7852,-84.6265
'CORI1',45.6644,-121.0008
'CRLA1',42.8958,-122.1361
'CRMO1',43.4605,-113.5551
'DENA1',63.7233,-148.9675
'DOME1',35.7278,-118.1377
'DOSO1',39.1053,-79.4261
'EGBE1',44.23115,-79.78322
'EVER1',25.391,-80.6806
'FLAT1',47.7734,-114.269
'FLTO1',39.92,-107.63
'FOPE1',48.308,-105.1022
'FRES1',36.7818,-119.7732
'FRRE1',39.7058,-79.0122
'GAAR1',66.9025,-151.517
'GAMO1',46.8262,-111.7107
'GICL1',33.2204,-108.2351
'GLAC1',48.5105,-113.9966
'GRBA1',39.0052,-114.2161
'GRCA2',35.9731,-111.9841
'GRGU1',44.3082,-71.2177
'GRRI1',43.9373,-91.4052
'GRSA1',37.7249,-105.5185
'GRSM1',35.6334,-83.9416
'GUMO1',31.833,-104.8094
'HACR1',20.7585,-156.2479
'HAVO1',19.4309,-155.2579
'HECA1',44.9702,-116.8438
'HEGL1',36.6138,-92.9221
'HOOV1',38.0881,-119.1771
'IKBA1',34.3405,-111.6832
'ISLE1',47.4596,-88.1491
'JARB1',41.8926,-115.4261
'JARI1',37.6266,-79.5125
'JOSH1',34.0695,-116.3889
'KAIS1',37.2207,-119.1546
'KALM1',42.552,-124.0589
'KPBO1',60.01232,-151.71149
'LABE1',41.7117,-121.5068
'LASU2',40.6932,-92.0059
'LAVO1',40.5398,-121.5768
'LIGO1',35.9723,-81.9331
'LOND1',42.8624,-71.3801
'LOST1',48.6419,-102.4022
'LTCC1',38.9248,-119.97
'LYEB1',42.9561,-72.9098
'MACA1',37.1318,-86.1479
'MAKA2',48.3,-124.62
'MAVI1',41.3309,-70.7846
'MEAD1',36.0193,-114.0684
'MELA1',48.4871,-104.4757
'MEVE1',37.1984,-108.4907
'MING1',36.9717,-90.1432
'MOHO1',45.2888,-121.7837
'MOMO1',41.8214,-73.2973
'MONT1',47.1222,-113.1544
'MOOS1',45.1259,-67.2661
'MORA1',46.7583,-122.1244
'MOZI1',40.5383,-106.6766
'NEBR1',41.8888,-100.3387
'NOAB1',44.7448,-109.3816
'NOCA1',48.7316,-121.0646
'NOCH1',45.6495,-106.5574
'NOGA1',31.33745,-110.93715
'OKEF1',30.7405,-82.1283
'OLYM1',48.0065,-122.9727
'ORPI1',31.9506,-112.8016
'OWVL1',37.3607,-118.3308
'PACK1',42.8619,-71.8786
'PASA1',48.3877,-119.9275
'PEFO1',35.0777,-109.7692
'PENO1',44.94798,-68.64786
'PHOE1',33.5038,-112.0958
'PHOE5',33.5038,-112.0958
'PINN1',36.4833,-121.1568
'PMRF1',44.5284,-72.8688
'PORE1',38.1224,-122.9085
'PRIS1',46.6964,-68.0333
'PUSO1',47.5696,-122.3119
'QUCI1',39.9428,-81.3378
'RAFA1',34.7339,-120.0074
'REDW1',41.5608,-124.0839
'RMHQ1',40.3624,-105.5638
'ROMA1',32.941,-79.6572
'ROMO1',40.2783,-105.5457
'SACR1',33.4598,-104.4042
'SAGA1',34.2969,-118.0282
'SAGO1',34.1939,-116.9132
'SAGU1',32.1746,-110.7371
'SAMA1',30.0926,-84.1614
'SAPE1',36.0139,-106.8447
'SAWE1',32.2486,-111.2178
'SAWT1',44.1705,-114.9271
'SENE1',46.2889,-85.9503
'SEQU1',36.4894,-118.8291
'SHEN1',38.5229,-78.4348
'SHMI1',37.3038,-107.4842
'SHRO1',35.3937,-82.7744
'SIAN1',34.0908,-110.9421
'SIME1',55.3255,-160.5063
'SIPS1',34.3433,-87.3388
'SNPA1',47.422,-121.4259
'STAR1',45.2249,-118.5129
'STIL1',35.75078,-94.66956
'SULA1',45.8598,-114.0001
'SWAN1',35.451,-76.2075
'SYCA2',35.1639,-111.9823
'TALL1',38.4341,-96.5602
'THBA1',44.6634,-105.2874
'THRO1',46.8948,-103.3777
'THSI1',44.291,-122.0434
'TONT1',33.6548,-111.1068
'TRCR1',62.3153,-150.3156
'ULBE1',47.5823,-108.7196
'UPBU1',35.8258,-93.203
'VIIS1',18.3363,-64.7962
'VILA1',40.969,-95.045
'VOYA2',48.4126,-92.8286
'WEMI1',37.6594,-107.7999
'WHIT1',33.4687,-105.5349
'WHPA1',46.6243,-121.3881
'WHPE1',36.5854,-105.452
'WHRI1',39.1536,-106.8209
'WICA1',43.5576,-103.4838
'WIMO1',34.7323,-98.713
'YELL2',44.5653,-110.4002
'YOSE1',37.7133,-119.7061
'ZICA1',37.1983,-113.1508
'011170006',33.31293,-86.8211
'020900039',64.75929,-147.37228
'021700013',61.5988,-149.45525
'040213013',33.01053,-111.97205
'051191004',34.7296,-92.24359
'060230006',41.04712,-123.67523
'060379033',34.67139,-118.13146
'060710306',34.51001,-117.33143
'060731002',33.12771,-117.07533
'060798001',35.49158,-120.66804
'060830011',34.42777,-119.69122
'080010006',39.82601,-104.93744
'080830006',37.35005,-108.59233
'090019003',41.11833,-73.33667
'120571111',27.95555,-82.46714
'120990009',26.73083,-80.23389
'181070004',39.98826,-86.83096
'191930019',42.52235,-96.40021
'270531906',44.94634,-93.27735
'271231907',44.97154,-93.08298
'271377549',46.77107,-92.11732
'280490010',32.38573,-90.1412
'290770032',37.19954,-93.28487
'340172002',40.77279,-74.03172
'340218001',40.31239,-74.87266
'340230006',40.47283,-74.4224
'350010024',35.0631,-106.57878
'350450019',36.77416,-108.16503
'370010002',36.089,-79.40782
'370610002',34.95482,-77.96078
'370710016',35.25306,-81.15333
'370870012',35.50575,-82.97918
'371050002',35.4325,-79.2887
'371110004',35.68741,-81.99381
'371170001',35.81066,-76.90625
'371590021',35.55187,-80.39504
'371890003',36.22194,-81.66306
'371910005',35.36921,-77.99389
'391550005',41.23117,-80.80191
'400850300',33.88081,-97.2759
'410597002',45.66408,-118.68909
'420170012',40.10722,-74.88222
'420910013',40.11222,-75.30917
'420950027',40.64589,-75.4044
'421010047',39.94465,-75.16521
'470651011',35.23348,-85.18158
'490050004',41.73111,-111.8375
'511390004',38.66373,-78.50442
'540390010',38.3456,-81.62832
'540810002',37.80777,-81.19743
'560030003',44.8357,-108.386
'560090801',42.76697,-105.30353
'721270003',18.44981,-66.05251
'780100012',17.71247,-64.78487
'ATLA1',33.688,-84.2903
'BLMO1',43.7158,-96.1913
'BRMA1',44.1074,-70.7292
'BYISX',37.9659,124.6308
'CLPE1',44.3335,-106.9565
'CRES1',41.7627,-102.4336
'DETR1',42.2286,-83.2085
'DOUG1',31.3492,-109.5397
'ELDO1',37.7009,-94.0348
'ELLI1',36.0853,-99.9354
'PITT1',40.4654,-79.9607
'QURE1',42.2985,-72.3346
'QUVA1',33.2939,-111.2858
'SYCA1',35.1406,-111.9692
'TRIN1',40.7864,-122.8046
'TUXE1',59.9925,-152.6656
'WASH1',38.8762,-77.0344
'YOSEX',37.7133,-119.7061
'010736004',33.56528,-86.79639
'021220008',60.48917,-151.0693
'060371002',34.17605,-118.31712
'060390500',37.2136,-119.69907
'060651003',33.94603,-117.40063
'060710025',34.03723,-117.69089
'060730003',32.79119,-116.94209
'060731006',32.84224,-116.76823
'060731008',33.21702,-117.39616
'060871004',37.04801,-122.07569
'060893004',40.6304,-122.4031
'060893005',40.69184,-122.40179
'080350005',39.33293,-104.74522
'090032006',41.7425,-72.63444
'090113002',41.52417,-72.07667
'110010041',38.89557,-76.95807
'120111002',26.08314,-80.23759
'150012021',19.97747,-155.79807
'220190010',30.17735,-93.21467
'220470009',30.22075,-91.31622
'250132009',42.10579,-72.59713
'250230004',42.08194,-71.01474
'250250027',42.37212,-71.06174
'270530909',45.0121,-93.2767
'270531904',44.95208,-93.24428
'270531905',44.98139,-93.3007
'271231902',44.95726,-93.12695
'271231903',44.92732,-93.06753
'271695220',44.05284,-91.64269
'320310022',39.532,-119.78498
'330111015',42.76206,-71.44458
'330131006',43.13246,-71.45825
'340270004',40.80121,-74.48343
'340390006',40.67341,-74.21389
'340410006',40.69921,-75.18053
'350490020',35.67114,-105.95419
'370370004',35.75722,-79.15972
'370810014',36.06866,-80.00705
'371550005',34.645,-78.99028
'390490025',39.92845,-82.98104
'390610048',39.14603,-84.53838
'391130032',39.76066,-84.18768
'421255200',40.26896,-80.24399
'460110002',44.31028,-96.80071
'460990006',43.54429,-96.72643
'471451001',35.91676,-84.50362
'471453005',35.90257,-84.52406
'471453008',35.90712,-84.49709
'471453009',35.88982,-84.51713
'471453013',35.9255,-84.51657
'490450003',40.54331,-112.29962
'530110023',45.64987,-122.5901
'530670013',47.0294,-122.82155
'540291004',40.42154,-80.58072
'560370100',41.575,-109.207
'720210009',18.39982,-66.17113
'720690001',18.15344,-65.82862
'720970006',18.2001,-67.14588
'020900033',64.75234,-147.34721
'040051008',35.20611,-111.65278
'040252002',34.595,-112.331
'060231002',40.80178,-124.1621
'060631009',39.80833,-120.47167
'060970003',38.4435,-122.71017
'061050002',40.73475,-122.9412
'090091123',41.31083,-72.91694
'191630019',41.51777,-90.61875
'201070002',38.13588,-94.73199
'201730008',37.65933,-97.29771
'202090022',39.04631,-94.69482
'211451004',37.06636,-88.63774
'261150005',41.76394,-83.47188
'261210040',43.23306,-86.23858
'261390005',42.89445,-85.85273
'261630038',42.33501,-83.10956
'360130011',42.29071,-79.58961
'360632008',43.08218,-79.00106
'370650004',35.93355,-77.75007
'371070004',35.23146,-77.56879
'371210001',35.91528,-82.07333
'371830020',35.7288,-78.6802
'390811001',40.32207,-80.6063
'410590121',45.65223,-118.82303
'421011002',40.03598,-75.0024
'461270002',42.85097,-96.74733
'480612004',26.06961,-97.1622
'490475632',39.86862,-109.0973
'490530130',37.1983,-113.1506
'490571003',41.30361,-111.98787
'517700015',37.29717,-79.95573
'530110013',45.64833,-122.58694
'560090819',43.42662,-105.38645
'560350097',42.98,-110.353
'560350700',42.48636,-110.09886
'DEVA1',36.5089,-116.8478
'INGA1',36.0778,-112.1288
'020200052',61.21503,-149.90311
'050450002',35.10519,-92.42786
'051070001',34.52977,-90.58605
'051150003',35.25977,-93.10005
'060070002',39.75737,-121.84329
'060190008',36.78133,-119.77319
'060730006',32.83646,-117.12875
'080310023',39.78108,-104.95665
'080310025',39.70401,-104.99811
'090013005',41.1125,-73.40722
'120990008',26.72479,-80.66645
'130510017',32.09296,-81.14399
'130670004',33.89932,-84.66151
'130892001',33.90139,-84.2799
'131210032',33.81956,-84.38971
'132450005',33.46916,-81.99143
'180670003',40.48548,-86.13288
'180892010',41.67835,-87.50835
'212270008',37.03544,-86.25063
'250170009',42.62668,-71.36207
'270210001',47.15994,-94.15099
'280490019',32.33037,-90.1662
'360050080',40.83606,-73.92009
'410432002',44.3958,-122.7305
'440070028',41.80924,-71.40743
'450450009',34.89914,-82.31307
'515100009',38.8104,-77.04435
'560050800',44.26583,-105.50417
'560130900',43.25856,-108.57889
'560330003',44.80549,-106.97624
'560350705',42.87053,-109.86096
'560370870',41.58872,-109.76098
'HALE1',20.8086,-156.2823
'LYBR1',43.1482,-73.1268
'WRIG1',34.38,-117.69
'010731009',33.45972,-87.30556
'010732006',33.38639,-86.81667
'010735002',33.70472,-86.66917
'010735003',33.80167,-86.9425
'010972005',30.4747,-88.1411
'011270002',33.83288,-87.2725
'020904003',64.83913,-147.872
'051310008',35.38967,-94.42429
'051450001',35.24894,-91.7156
'080390001',39.23138,-104.63477
'180510012',38.32293,-87.31879
'180830004',38.74088,-87.48473
'180890027',41.54659,-87.42648
'181630020',37.97525,-87.56783
'190130008',42.49304,-92.34407
'191130037',42.00508,-91.6793
'191710007',41.98731,-92.65225
'210290006',37.98629,-85.71192
'210670014',38.03897,-84.50744
'210730006',38.21943,-84.83845
'220550006',30.27503,-92.01732
'240330025',38.94121,-76.93219
'245100006',39.34056,-76.58222
'271377551',46.76643,-92.13354
'280670002',31.68864,-89.13511
'280750003',32.36456,-88.73149
'280810005',34.26492,-88.76622
'300290007',48.38108,-114.17568
'300290009',48.40041,-114.33696
'300290047',48.20054,-114.30533
'300310008',45.77271,-111.17829
'300310016',44.66139,-111.10589
'300310018',45.79367,-111.16489
'300630031',46.87484,-113.9962
'300890007',47.59439,-115.32375
'350050005',33.39704,-104.52414
'350171002',32.78452,-108.27227
'360590008',40.63103,-73.73388
'360850067',40.59664,-74.12525
'361191002',40.93149,-73.76575
'390250022',39.0828,-84.1441
'391650007',39.42689,-84.20077
'400159008',35.11194,-98.25278
'400970186',36.30472,-95.31086
'401010169',35.75537,-95.37792
'410390058',44.0663,-123.13983
'490137011',40.21678,-110.18274
'490495008',40.43028,-111.80389
'530470013',48.39999,-119.51896
'550350100',44.812,-91.496
'COGO1',45.5693,-122.2103
'RICR1',40.0865,-107.3141
'SAFO1',39.9791,-95.5682
'060011001',37.53583,-121.96182
'090050004',41.64486,-73.07908
'090090026',41.29111,-72.89417
'090092008',41.33139,-72.91972
'120010024',29.65858,-82.40816
'120570030',27.93224,-82.50954
'120951004',28.55111,-81.34535
'121111002',27.44921,-80.4081
'150012017',19.56983,-155.08065
'170010007',39.91541,-91.33587
'170190004',40.1238,-88.22953
'170310050',41.70757,-87.56857
'170312001',41.66211,-87.69647
'170971007',42.46757,-87.81005
'170990007',41.29301,-89.04942
'171634001',38.52963,-89.99285
'180950009',40.11198,-85.67995
'181670023',39.45624,-87.37055
'211170007',39.0725,-84.525
'211830032',37.31977,-86.95609
'220331001',30.59398,-91.25194
'260330902',46.48169,-84.3317
'260330903',46.45402,-84.60675
'280010004',31.56075,-91.39041
'280110001',33.74606,-90.72303
'350130017',31.79594,-106.55804
'360291007',42.8273,-78.84984
'390617001',39.16032,-84.45826
'390618001',39.18053,-84.49215
'391030003',41.10087,-81.91164
'400019009',35.75073,-94.6697
'401159004',36.92222,-94.83889
'401359015',35.58117,-94.83006
'401430110',36.14004,-95.92538
'410170120',44.06392,-121.31255
'410250002',43.58626,-119.05216
'410291001',42.53596,-122.87615
'410510246',45.56137,-122.6679
'410610119',45.339,-118.09521
'420030095',40.48701,-80.18784
'421010024',40.0764,-75.01155
'450190051',32.84355,-79.95699
'480430101',29.30265,-103.17781
'481130087',32.67645,-96.87206
'481350003',31.83657,-102.34204
'481410053',31.75853,-106.50105
'482450021',29.92289,-93.90902
'483030325',33.59076,-101.85042
'483611001',30.08526,-93.76134
'483750320',35.20159,-101.90927
'510591005',38.83738,-77.16338
'510595001',38.9326,-77.19822
'517000013',37.0998,-76.48105
'550710007',44.13862,-87.6161
'551091002',45.12444,-92.6627
'ADPI1',42.0912,-77.2099
'AREN1',39.9232,-77.3079
'CADI1',36.7842,-87.8501
'CHER1',36.9562,-97.0313
'LIVO1',38.5346,-86.2604
'MAKA1',48.37185,-124.595
'MKGO1',41.4269,-80.1453
'NEYO1',40.8161,-73.9019
'SIKE1',32.0574,-92.435
'011010007',32.42597,-86.28525
'040270004',32.677,-114.6489
'060452001',39.41294,-123.35362
'081010012',38.26306,-104.61213
'120051004',30.14437,-85.61437
'120112004',26.21758,-80.12754
'120113002',26.0012,-80.16032
'131150005',34.2632,-85.30483
'160010011',43.63611,-116.27028
'160770011',42.9125,-112.53556
'180970066',39.76048,-86.10883
'181410014',41.66346,-86.20783
'181630006',37.97173,-87.56724
'181630012',38.02173,-87.56946
'191970004',42.69539,-93.65598
'260470004',45.3485,-84.9701
'270530961',44.87551,-93.25892
'270531007',45.03972,-93.29874
'270953051',46.2053,-93.75945
'271230866',44.89926,-93.01708
'271630446',45.02798,-92.77415
'280870001',33.49112,-88.41857
'291860006',37.98222,-90.05255
'291890015',38.45676,-90.32748
'291892003',38.64977,-90.35066
'295100087',38.64286,-90.18506
'300131026',47.50218,-111.2797
'300490018',46.60382,-112.03611
'301111065',45.8019,-108.4268
'311570003',41.86497,-103.66494
'350431003',35.2381,-106.65003
'360893001',44.67811,-74.95151
'371470005',35.59433,-77.3858
'390350027',41.48089,-81.7038
'450410002',34.16764,-79.8504
'450450008',34.83881,-82.40292
'450791001',34.13126,-80.86832
'450830010',34.92684,-82.00521
'490350003',40.64667,-111.84972
'516500004',37.00098,-76.39863
'530630016',47.66074,-117.35812
'550270007',43.435,-88.52788
'550790043',43.02641,-87.91111
'550790059',42.95502,-87.93425
'PETE1',56.61076,-132.81234
'060371301',33.92899,-118.21071
'080410011',38.82804,-104.82774
'131210048',33.77933,-84.39576
'160270004',43.5624,-116.56323
'180370004',38.36944,-86.95903
'180370005',38.40478,-86.92832
'191930017',42.51797,-96.3879
'211110044',38.19113,-85.77935
'211110048',38.24024,-85.73195
'245100035',39.23278,-76.57972
'271630445',45.01876,-92.78027
'290990012',38.43783,-90.36149
'291831002',38.87255,-90.22649
'300310006',45.72622,-111.06813
'330190003',43.36452,-72.33787
'340030007',40.81722,-74.04376
'340030008',40.81681,-74.04367
'340030009',40.83311,-74.04346
'340070003',39.92304,-75.09762
'340130015',40.73029,-74.21274
'350450006',36.7275,-108.22146
'360610056',40.75912,-73.96661
'371350007',35.90194,-79.05667
'390610043',39.29032,-84.41436
'390853002',41.72229,-81.24248
'390870010',38.52004,-82.66533
'390950025',41.66579,-83.47611
'391550007',41.21458,-80.78705
'410399002',43.79047,-123.05834
'410591002',45.83911,-119.283
'410591003',45.82897,-119.26299
'490353007',40.70444,-111.96861
'490353008',40.51795,-112.02305
'490570007',41.17972,-111.98306
'517700014',37.25625,-79.98476
'530030004',46.42542,-117.06045
'530070006',47.41222,-120.31833
'530330024',47.755,-122.2806
'560050877',43.67692,-105.23637
'560050899',44.46597,-105.55174
'OMAH1',42.1487,-96.4318
'010530002',31.10657,-87.07108
'040070008',34.22973,-111.3295
'120330027',30.4678,-87.3316
'120330028',30.4641,-87.3287
'120330029',30.4594,-87.3285
'120330030',30.4589,-87.334
'120814012',27.48087,-82.61871
'120830003',29.17053,-82.10065
'160090011',47.33861,-116.88562
'160490003',46.2094,-116.0275
'170010006',39.93301,-91.40424
'180030014',41.0506,-85.14969
'180390003',41.66783,-85.96944
'180891003',41.58893,-87.40782
'180910012',41.60227,-86.7303
'180970042',39.6463,-86.24877
'180970079',39.89365,-86.04054
'181270020',41.63143,-87.08698
'181412004',41.69449,-86.28751
'190170011',42.74304,-92.51324
'191530059',41.58318,-93.58385
'212270007',36.99338,-86.41832
'220518106',29.99926,-90.21162
'220718105',30.01691,-89.92718
'220718106',30.03233,-90.04546
'220878103',29.97144,-89.9986
'221038400',30.31445,-89.81415
'295100086',38.67322,-90.23917
'300630021',47.17703,-113.48361
'320030022',36.39101,-114.90741
'350439004',35.61531,-106.72503
'350439011',35.5064,-106.7222
'360050083',40.86585,-73.88083
'360610062',40.72062,-74.00367
'370630001',35.99194,-78.89639
'370870010',35.48917,-82.9875
'371330005',34.77283,-77.42796
'390171004',39.52844,-84.3942
'390930016',41.43946,-82.1615
'400219002',35.85408,-94.98596
'400719010',36.95622,-97.03135
'400979014',36.22841,-95.24994
'420110010',40.39269,-75.92522
'421010136',39.92761,-75.2224
'450130007',32.43488,-80.67785
'450430009',33.37399,-79.2857
'450470003',34.21287,-82.17315
'450510002',33.70277,-78.87748
'460990007',43.53763,-96.682
'470370025',36.10006,-86.73444
'471570014',35.08592,-89.94953
'471570038',35.18417,-89.93028
'471571004',35.37815,-89.83447
'490037001',41.94587,-112.23397
'490350012',40.8075,-111.92111
'511130003',38.5231,-78.43471
'540390011',38.44883,-81.68472
'560390006',43.48076,-110.76604
'720970003',18.20773,-67.14601
'780300009',18.34329,-64.92292
'DOPA1',39.605,-108.7658
'010970002',30.76652,-88.07573
'011190002',32.36401,-88.20186
'051191005',34.67627,-92.33716
'060852003',37.3062,-121.84885
'080070001',37.26842,-107.00966
'080290004',38.73921,-108.07312
'080410008',38.89598,-104.7613
'080510007',38.90039,-106.9661
'081130004',37.93787,-107.81306
'160050015',42.87673,-112.46035
'160050018',42.79638,-112.25892
'160270008',43.78715,-116.95958
'160410002',42.08222,-111.86417
'160450001',43.85644,-116.51546
'171190023',38.69956,-90.14353
'181411008',41.69366,-86.23667
'200910009',38.86306,-94.76913
'201770010',39.04,-95.69193
'201770011',39.02139,-95.74859
'210370003',39.06562,-84.45189
'210610501',37.13179,-86.14295
'211250004',37.08731,-84.06326
'220290003',31.5744,-91.45535
'220518107',29.9198,-90.23178
'220710010',29.9557,-90.12173
'220710012',29.99465,-90.10285
'220718401',29.96249,-90.05689
'220870004',29.93961,-89.92388
'260430002',46.13939,-87.90736
'260710001',46.15983,-88.11976
'270530050',45.00123,-93.26712
'270530965',45.00448,-93.24005
'270530968',44.89301,-93.23323
'280490018',32.29695,-90.18839
'290190004',38.95643,-92.32183
'290950010',39.036,-94.5741
'291370001',39.47498,-91.78899
'291890004',38.53278,-90.38243
'330070014',44.47117,-71.16619
'340155001',39.82572,-75.28939
'370350006',35.7278,-81.3425
'390851001',41.75496,-81.27311
'391130031',39.75953,-84.1442
'400819005',35.6725,-96.65722
'410190002',43.2266,-123.36479
'410294001',42.4267,-122.85227
'410391007',43.8345,-123.0353
'420110009',40.32028,-75.92667
'421010003',39.94418,-75.16572
'450030003',33.34223,-81.78873
'461030016',44.06493,-103.20914
'471251010',36.625,-87.16917
'471410001',36.17367,-85.50942
'471570024',35.15119,-90.04156
'490050005',41.8594,-111.8952
'490050006',41.63546,-111.86819
'500010002',43.92657,-73.3842
'500010003',43.86775,-73.35573
'517750010',37.29208,-80.05671
'550090009',44.5236,-88.00122
'550250048',43.093,-89.34017
'551350004',44.35288,-89.05083
'CC0110001',49.1456,-103.09125
'CC0110002',49.13514,-102.98485
'BALT1',39.2547,-76.7093
'COHI1',42.4009,-76.6534
'OLTO1',44.9334,-68.6457
'022320002',59.46008,-135.31053
'050930007',35.92924,-89.90092
'060371601',34.01407,-118.06056
'060510001',37.64571,-118.96652
'060731007',32.70922,-117.15484
'060792002',35.28386,-120.65517
'080510005',38.87805,-106.9747
'081070003',40.4852,-106.83163
'090090018',41.29399,-72.90094
'120330025',30.437,-87.256
'120330026',30.55,-87.376
'130590001',33.94595,-83.3721
'160190013',43.51827,-112.02071
'160210002',48.70549,-116.37
'191532520',41.66471,-93.61438
'220171002',32.47849,-93.76601
'220518105',30.02089,-90.1231
'220550005',30.2177,-92.05151
'220718109',30.16635,-89.73733
'220718110',30.0655,-89.80477
'220758400',29.88546,-89.94952
'220890005',29.93326,-90.35952
'221038401',30.26588,-89.76997
'240030014',38.9025,-76.65306
'240032002',39.15983,-76.51135
'245100049',39.26167,-76.6375
'261450018',43.50836,-83.96803
'261610005',42.29393,-83.71105
'280450001',30.23036,-89.5675
'281090001',30.5295,-89.69106
'281210001',32.27553,-90.13253
'281230001',32.32,-89.66667
'281490004',32.32298,-90.88722
'300470013',47.52688,-114.1015
'300470028',47.69216,-114.16317
'300490019',46.95441,-112.69762
'300810001',46.24433,-114.15817
'300870307',45.62333,-106.66864
'310250002',40.86556,-96.14696
'311111002',41.13611,-100.76487
'330110020',42.99578,-71.46253
'350250007',32.72483,-103.1291
'361030001',40.74593,-73.41984
'370570003',35.77881,-80.30236
'370570004',35.84119,-80.24452
'370670024',36.17153,-80.28172
'371190010',35.22542,-80.88257
'380130002',48.9904,-102.7815
'380130003',48.87655,-102.56842
'390170017',39.52455,-84.36965
'390610041',39.18603,-84.51366
'400190295',34.16667,-97.12639
'400470554',36.42031,-97.88728
'400710602',36.70476,-97.08766
'410090004',45.76853,-122.7721
'410330011',42.29009,-123.2321
'410430009',44.61569,-123.09146
'410650007',45.60242,-121.20339
'410670111',45.47019,-122.81641
'420030021',40.41368,-79.94116
'420030116',40.47368,-80.077
'420030133',40.26013,-79.8865
'420039002',40.54701,-79.78366
'420791101',41.26556,-75.84639
'420990301',40.45694,-77.16556
'421010020',40.00234,-75.2199
'480430002',30.3658,-103.6491
'480612002',26.13517,-97.63004
'481130035',32.91679,-96.76889
'481130057',32.77889,-96.87306
'481133004',32.7106,-96.8033
'481390015',32.43694,-97.025
'481410055',31.74677,-106.40281
'481670014',29.26332,-94.85657
'481830001',32.37868,-94.71181
'482010026',29.80271,-95.1255
'482010055',29.69573,-95.49922
'482011034',29.768,-95.22058
'482150042',26.30986,-98.1831
'482430004',30.66936,-104.02466
'482450022',29.86396,-94.3178
'482570005',32.56497,-96.31769
